communication_state,crc_valid,exception,failure_stage,function,request_number,response_time_complete_ms,response_time_first_byte_ms,retry_attempts,retry_recovered,rx_hex,sample_sequence,status_flags,storage_state,timestamp,tx_hex
not mapped,True,,,3,1045,44.0255,40.0716,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff500affff500adef5,17909,196608,0,1784916941.1839333,0103000000204412
not mapped,True,,,3,1046,44.5473,40.1593,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50e6ffff50e64eaf,17910,196608,0,1784916941.2986593,0103000000204412
not mapped,True,,,3,1047,44.1346,39.6182,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5468ffff5468a590,17911,196608,0,1784916941.4126825,0103000000204412
not mapped,True,,,3,1048,44.1271,39.653,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff546fffff546f5192,17912,196608,0,1784916941.5272787,0103000000204412
not mapped,True,,,3,1049,43.94,39.5451,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff531cffff531c163b,17913,196608,0,1784916941.6423306,0103000000204412
not mapped,True,,,3,1050,43.9704,40.0098,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5419ffff541919bf,17915,196608,0,1784916941.756986,0103000000204412
not mapped,True,,,3,1051,44.5533,40.0867,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff529effff529eee05,17916,196608,0,1784916941.8680112,0103000000204412
not mapped,True,,,3,1052,44.561,40.0199,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5188ffff518826cb,17917,196608,0,1784916941.9810765,0103000000204412
not mapped,True,,,3,1053,44.5623,40.5965,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5071ffff50717adc,17918,196608,0,1784916942.096208,0103000000204412
not mapped,True,,,3,1054,44.1283,39.5847,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51efffff51ef52e9,17919,196608,0,1784916942.209801,0103000000204412
not mapped,True,,,3,1055,44.1787,39.6068,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5248ffff52482649,17920,196608,0,1784916942.3243315,0103000000204412
not mapped,True,,,3,1056,43.9781,39.4272,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51f1ffff51f17ae3,17922,196608,0,1784916942.4392507,0103000000204412
not mapped,True,,,3,1057,44.5646,40.1794,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f63ffff4f63488d,17923,196608,0,1784916942.553806,0103000000204412
not mapped,True,,,3,1058,44.0851,40.1181,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5035ffff50358ae0,17924,196608,0,1784916942.6688974,0103000000204412
not mapped,True,,,3,1059,43.9668,39.5883,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52a3ffff52a34211,17925,196608,0,1784916942.7822208,0103000000204412
not mapped,True,,,3,1060,44.5555,40.6005,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff519dffff519deac7,17926,196608,0,1784916942.8963172,0103000000204412
not mapped,True,,,3,1061,43.9557,39.9981,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5554ffff5554f5c5,17927,196608,0,1784916943.0100062,0103000000204412
not mapped,True,,,3,1062,43.997,39.5917,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff55d1ffff55d1f9b8,17928,196608,0,1784916943.1225874,0103000000204412
not mapped,True,,,3,1063,44.1482,40.1757,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff55aaffff55aa5d91,17930,196608,0,1784916943.23621,0103000000204412
not mapped,True,,,3,1064,44.571,40.4533,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5752ffff5752fd45,17931,196608,0,1784916943.3502839,0103000000204412
not mapped,True,,,3,1065,44.1249,40.1744,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff588bffff588b2403,17932,196608,0,1784916943.464345,0103000000204412
not mapped,True,,,3,1066,43.9883,39.6013,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53e1ffff53e1ba6e,17933,196608,0,1784916943.5787177,0103000000204412
not mapped,True,,,3,1067,43.9712,39.5857,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5257ffff5257f243,17934,196608,0,1784916943.6943762,0103000000204412
not mapped,True,,,3,1068,44.091,39.54,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5261ffff5261ba51,17935,196608,0,1784916943.8074772,0103000000204412
not mapped,True,,,3,1069,44.5586,39.591,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52b3ffff52b3821e,17937,196608,0,1784916943.9208806,0103000000204412
not mapped,True,,,3,1070,44.4074,40.0082,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50dbffff50dbe2bb,17938,196608,0,1784916944.0342402,0103000000204412
not mapped,True,,,3,1071,44.563,40.0145,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff521fffff521f127b,17939,196608,0,1784916944.1469696,0103000000204412
not mapped,True,,,3,1072,43.9769,39.6071,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52d8ffff52d8e638,17940,196608,0,1784916944.2619965,0103000000204412
not mapped,True,,,3,1073,44.544,39.5728,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5252ffff5252fe40,17941,196608,0,1784916944.3770573,0103000000204412
not mapped,True,,,3,1074,44.5564,40.0148,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff527effff527e6e5b,17942,196608,0,1784916944.4911153,0103000000204412
not mapped,True,,,3,1075,43.983,39.5929,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5203ffff5203c270,17944,196608,0,1784916944.6071982,0103000000204412
not mapped,True,,,3,1076,44.5623,40.0374,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f51ffff4f51f09c,17945,196608,0,1784916944.721293,0103000000204412
not mapped,True,,,3,1077,44.1312,40.1758,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50aeffff50aeae97,17946,196608,0,1784916944.837436,0103000000204412
not mapped,True,,,3,1078,44.6317,40.0231,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5244ffff5244364d,17947,196608,0,1784916944.951146,0103000000204412
not mapped,True,,,3,1079,44.5647,40.1696,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5052ffff5052fec2,17948,196608,0,1784916945.066732,0103000000204412
not mapped,True,,,3,1080,44.5538,39.6513,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e04ffff4e043cee,17949,196608,0,1784916945.1813123,0103000000204412
not mapped,True,,,3,1081,43.9562,39.5512,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fc8ffff4fc82cea,17951,196608,0,1784916945.2952023,0103000000204412
not mapped,True,,,3,1082,44.1351,40.1767,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52b9ffff52b99a18,17952,196608,0,1784916945.4097087,0103000000204412
not mapped,True,,,3,1083,44.5563,40.0,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5225ffff52254a6d,17953,196608,0,1784916945.5228815,0103000000204412
not mapped,True,,,3,1084,43.9855,39.6221,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e3cffff4e3c9cf9,17954,196608,0,1784916945.6369812,0103000000204412
not mapped,True,,,3,1085,44.5514,40.01,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ea3ffff4ea3488d,17955,196608,0,1784916945.7500196,0103000000204412
not mapped,True,,,3,1086,44.119,39.5706,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5120ffff512046ad,17956,196608,0,1784916945.8625824,0103000000204412
not mapped,True,,,3,1087,44.1597,39.6173,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff508affff508ade8b,17958,196608,0,1784916945.9776092,0103000000204412
not mapped,True,,,3,1088,44.5442,40.0017,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff515dffff515dea86,17959,196608,0,1784916946.0921519,0103000000204412
not mapped,True,,,3,1089,44.1286,40.0157,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ee1ffff4ee1b0b3,17960,196608,0,1784916946.2064161,0103000000204412
not mapped,True,,,3,1090,44.1271,39.5903,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b41ffff4b4133d7,17961,196608,0,1784916946.3195007,0103000000204412
not mapped,True,,,3,1091,44.1307,39.5952,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b99ffff4b99139e,17962,196608,0,1784916946.4335566,0103000000204412
not mapped,True,,,3,1092,44.4488,40.0616,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4bd0ffff4bd00fa6,17963,196608,0,1784916946.546834,0103000000204412
not mapped,True,,,3,1093,43.9705,39.9732,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c57ffff4c57f85d,17964,196608,0,1784916946.6608653,0103000000204412
not mapped,True,,,3,1094,44.1364,40.1815,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c34ffff4c347c7c,17966,196608,0,1784916946.7783217,0103000000204412
not mapped,True,,,3,1095,45.0279,40.4819,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4afaffff4afa97fe,17967,196608,0,1784916946.8918471,0103000000204412
not mapped,True,,,3,1096,43.9712,39.8639,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff49b9ffff49b99303,17968,196608,0,1784916947.0068727,0103000000204412
not mapped,True,,,3,1097,43.9693,40.008,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4789ffff4789d65d,17969,196608,0,1784916947.1179202,0103000000204412
not mapped,True,,,3,1098,44.1309,39.6853,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff483affff483a973d,17970,196608,0,1784916947.2333906,0103000000204412
not mapped,True,,,3,1099,43.9611,39.9953,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff47d0ffff47d00a6a,17971,196608,0,1784916947.3469462,0103000000204412
not mapped,True,,,3,1100,44.1327,39.5901,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff470effff470e2221,17973,196608,0,1784916947.4595304,0103000000204412
not mapped,True,,,3,1101,44.5539,40.5918,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff493cffff493c9f7e,17974,196608,0,1784916947.5720806,0103000000204412
not mapped,True,,,3,1102,44.1207,40.0176,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff49eaffff49ea5732,17975,196608,0,1784916947.6863976,0103000000204412
not mapped,True,,,3,1103,43.9733,39.5928,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48c6ffff48c6c768,17976,196608,0,1784916947.7991238,0103000000204412
not mapped,True,,,3,1104,43.9707,39.5949,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4942ffff49423754,17977,196608,0,1784916947.9131718,0103000000204412
not mapped,True,,,3,1105,44.134,39.594,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48ffffff48ff9b7f,17978,196608,0,1784916948.0272317,0103000000204412
not mapped,True,,,3,1106,43.9757,39.5938,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48baffff48ba9743,17980,196608,0,1784916948.1400504,0103000000204412
not mapped,True,,,3,1107,44.5555,40.0105,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48d1ffff48d1f365,17981,196608,0,1784916948.253153,0103000000204412
not mapped,True,,,3,1108,44.1805,40.1927,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48f4ffff48f47f79,17982,196608,0,1784916948.3672168,0103000000204412
not mapped,True,,,3,1109,43.9757,39.6157,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff46cbffff46cb2e22,17983,196608,0,1784916948.4811347,0103000000204412
not mapped,True,,,3,1110,44.6209,40.6445,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4637ffff46377e77,17984,196608,0,1784916948.5962305,0103000000204412
not mapped,True,,,3,1111,44.1412,39.6047,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48a1ffff48a1b34a,17985,196608,0,1784916948.712299,0103000000204412
not mapped,True,,,3,1112,44.1294,39.5948,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b1fffff4b1f1be2,17987,196608,0,1784916948.8273942,0103000000204412
not mapped,True,,,3,1113,44.5557,40.0089,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c6dffff4c6da04b,17988,196608,0,1784916948.939921,0103000000204412
not mapped,True,,,3,1114,44.5435,40.5793,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ad2ffff4ad2f7e6,17989,196608,0,1784916949.0520132,0103000000204412
not mapped,True,,,3,1115,44.1177,39.5715,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c79ffff4c799047,17990,196608,0,1784916949.1674953,0103000000204412
not mapped,True,,,3,1116,44.5573,40.1699,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c52ffff4c52f45e,17991,196608,0,1784916949.2815223,0103000000204412
not mapped,True,,,3,1117,44.5511,39.5864,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c10ffff4c100c60,17992,196608,0,1784916949.3970861,0103000000204412
not mapped,True,,,3,1118,43.9754,40.0157,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff49a5ffff49a54308,17994,196608,0,1784916949.512836,0103000000204412
not mapped,True,,,3,1119,44.1641,40.1594,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff497dffff497d6341,17995,196608,0,1784916949.6264162,0103000000204412
not mapped,True,,,3,1120,44.4251,39.6198,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff49abffff49abab0d,17996,196608,0,1784916949.7379463,0103000000204412
not mapped,True,,,3,1121,45.0729,40.5369,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4986ffff4986c716,17997,196608,0,1784916949.8515947,0103000000204412
not mapped,True,,,3,1122,44.1533,39.5876,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ab8ffff4ab86fc0,17998,196608,0,1784916949.9673495,0103000000204412
not mapped,True,,,3,1123,43.9745,39.5937,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ce1ffff4ce1b031,17999,196608,0,1784916950.081893,0103000000204412
not mapped,True,,,3,1124,44.0581,39.5464,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d5fffff4d5f181b,18000,196608,0,1784916950.1954956,0103000000204412
not mapped,True,,,3,1125,44.1269,39.5904,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b84ffff4b843f95,18002,196608,0,1784916950.3095243,0103000000204412
not mapped,True,,,3,1126,44.5677,40.018,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cd2ffff4cd2f420,18003,196608,0,1784916950.422048,0103000000204412
not mapped,True,,,3,1127,44.9588,40.0839,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b9affff4b9a179f,18004,196608,0,1784916950.536801,0103000000204412
not mapped,True,,,3,1128,43.9883,39.5962,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c15ffff4c150063,18005,196608,0,1784916950.6503668,0103000000204412
not mapped,True,,,3,1129,44.5928,40.0174,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4db1ffff4db17040,18006,196608,0,1784916950.7659616,0103000000204412
not mapped,True,,,3,1130,44.0395,40.0774,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e63ffff4e6348cc,18007,196608,0,1784916950.8817568,0103000000204412
not mapped,True,,,3,1131,44.4136,40.0129,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cb0ffff4cb08c01,18009,196608,0,1784916950.9947822,0103000000204412
not mapped,True,,,3,1132,44.1343,40.1837,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ee5ffff4ee540b0,18010,196608,0,1784916951.1084962,0103000000204412
not mapped,True,,,3,1133,44.543,40.1563,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f39ffff4f3990bb,18011,196608,0,1784916951.2211416,0103000000204412
not mapped,True,,,3,1134,44.1389,39.6323,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cc8ffff4cc82c29,18012,196608,0,1784916951.336178,0103000000204412
not mapped,True,,,3,1135,44.1285,39.5962,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d4dffff4d4d2015,18013,196608,0,1784916951.4492857,0103000000204412
not mapped,True,,,3,1136,44.5787,40.0086,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d3dffff4d3d603a,18014,196608,0,1784916951.562853,0103000000204412
not mapped,True,,,3,1137,44.1338,39.6005,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cd8ffff4cd8ec26,18016,196608,0,1784916951.6773841,0103000000204412
not mapped,True,,,3,1138,44.1209,40.1623,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ddaffff4dda1466,18017,196608,0,1784916951.792005,0103000000204412
not mapped,True,,,3,1139,44.5671,40.032,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f3cffff4f3c9cb8,18018,196608,0,1784916951.9050815,0103000000204412
not mapped,True,,,3,1140,43.9763,39.6029,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ef4ffff4ef47cbf,18019,196608,0,1784916952.0181053,0103000000204412
not mapped,True,,,3,1141,44.6099,40.1696,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e5fffff4e5f18d8,18020,196608,0,1784916952.1312726,0103000000204412
not mapped,True,,,3,1142,44.1341,39.5925,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d13ffff4d130820,18021,196608,0,1784916952.2466502,0103000000204412
not mapped,True,,,3,1143,44.1256,39.5858,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cb5ffff4cb58002,18022,196608,0,1784916952.3592262,0103000000204412
not mapped,True,,,3,1144,44.2085,40.169,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff519affff519a1ec5,18024,196608,0,1784916952.4722548,0103000000204412
not mapped,True,,,3,1145,44.5491,40.0088,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5286ffff5286ce0d,18025,196608,0,1784916952.5868504,0103000000204412
not mapped,True,,,3,1146,44.1251,39.6265,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff510cffff510cd6b6,18026,196608,0,1784916952.7018728,0103000000204412
not mapped,True,,,3,1147,44.1552,39.6021,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50a5ffff50a54a91,18027,196608,0,1784916952.816567,0103000000204412
not mapped,True,,,3,1148,44.4179,40.0294,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50d4ffff50d4f6be,18028,196608,0,1784916952.9300988,0103000000204412
not mapped,True,,,3,1149,44.5509,40.1687,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e5bffff4e5be8db,18029,196608,0,1784916953.0432086,0103000000204412
not mapped,True,,,3,1150,44.1282,39.6334,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5015ffff50150aff,18031,196608,0,1784916953.1563137,0103000000204412
not mapped,True,,,3,1151,44.5485,40.1635,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff514dffff514d2a89,18032,196608,0,1784916953.2713504,0103000000204412
not mapped,True,,,3,1152,44.5403,40.1482,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5331ffff53317a20,18033,196608,0,1784916953.3853998,0103000000204412
not mapped,True,,,3,1153,44.5684,40.1858,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5497ffff5497f1c4,18034,196608,0,1784916953.499424,0103000000204412
not mapped,True,,,3,1154,44.1331,39.677,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5377ffff5377721d,18035,196608,0,1784916953.6141236,0103000000204412
not mapped,True,,,3,1155,43.981,39.5994,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5476ffff54768d9a,18036,196608,0,1784916953.7279046,0103000000204412
not mapped,True,,,3,1156,44.0875,39.5417,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff555dffff555de9c2,18038,196608,0,1784916953.840581,0103000000204412
not mapped,True,,,3,1157,44.0959,40.1367,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff539dffff539dea45,18039,196608,0,1784916953.953642,0103000000204412
not mapped,True,,,3,1158,44.9448,39.9775,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff539fffff539f1244,18040,196608,0,1784916954.0667202,0103000000204412
not mapped,True,,,3,1159,44.5425,40.1581,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51b0ffff51b086dc,18041,196608,0,1784916954.1793418,0103000000204412
not mapped,True,,,3,1160,44.0999,39.5893,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff514fffff514fd288,18042,196608,0,1784916954.2936108,0103000000204412
not mapped,True,,,3,1161,44.0235,39.4937,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51f2ffff51f27ee2,18043,196608,0,1784916954.4086533,0103000000204412
not mapped,True,,,3,1162,44.0617,39.5177,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f72ffff4f727482,18044,196608,0,1784916954.5201805,0103000000204412
not mapped,True,,,3,1163,45.1143,40.5938,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fa8ffff4fa8acca,18046,196608,0,1784916954.6349554,0103000000204412
not mapped,True,,,3,1164,45.1279,40.5942,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4eefffff4eef58b6,18047,196608,0,1784916954.7495337,0103000000204412
not mapped,True,,,3,1165,44.101,39.4555,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f83ffff4f83c8d3,18048,196608,0,1784916954.8636358,0103000000204412
not mapped,True,,,3,1166,43.9923,39.6041,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f9bffff4f9be8db,18049,196608,0,1784916954.9780295,0103000000204412
not mapped,True,,,3,1167,44.0486,39.516,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c1affff4c1a1466,18050,196608,0,1784916955.093594,0103000000204412
not mapped,True,,,3,1168,44.1645,39.573,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff49dbffff49dbeb22,18051,196608,0,1784916955.2071629,0103000000204412
not mapped,True,,,3,1169,44.5476,40.1707,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff482cffff482c5f30,18053,196608,0,1784916955.3213668,0103000000204412
not mapped,True,,,3,1170,44.1355,40.1844,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48e9ffff48e95372,18054,196608,0,1784916955.4363933,0103000000204412
not mapped,True,,,3,1171,45.0103,40.0719,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4878ffff48786f03,18055,196608,0,1784916955.5485926,0103000000204412
not mapped,True,,,3,1172,44.5626,40.1774,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b65ffff4b6543cb,18056,196608,0,1784916955.6652372,0103000000204412
not mapped,True,,,3,1173,43.9872,39.5885,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4eb6ffff4eb68481,18057,196608,0,1784916955.7783432,0103000000204412
not mapped,True,,,3,1174,43.9754,39.5918,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d2fffff4d2f5834,18058,196608,0,1784916955.8928666,0103000000204412
not mapped,True,,,3,1175,43.9881,39.8769,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4bd7ffff4bd7fba4,18060,196608,0,1784916956.0066051,0103000000204412
not mapped,True,,,3,1176,44.1411,40.1758,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4a23ffff4a234bb7,18061,196608,0,1784916956.1201665,0103000000204412
not mapped,True,,,3,1177,44.5693,39.6127,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cc4ffff4cc43c2d,18062,196608,0,1784916956.2348063,0103000000204412
